  Natural Resources Canada,Geological Survey of Canada,Geoscience Data Repository,BASIN Database
Date: January 18,2021,12:24 pm AST

Well Name,Basin,Subbasin,Latitude (NAD27),Longitude (NAD27),Northing (NAD27),Easting (NAD27),Latitude (NAD83),Longitude (NAD83),Northing (NAD83),Easting (NAD83),Zone (UTM)
HIBERNIA B-16 55,JEANNE D'ARC BASIN,,,,,,46.750499,-48.781814,5179828,669420,22
HIBERNIA B-16 56,JEANNE D'ARC BASIN,,,,,,46.75035,-48.781639,5179812,669434,22
HIBERNIA B-16 57,JEANNE D'ARC BASIN,,,,,,46.750411,-48.781594,5179819,669437,22
HIBERNIA B-16 57X,JEANNE D'ARC BASIN,,,,,,46.750411,-48.781594,5179819,669437,22
HIBERNIA B-16 57Y,JEANNE D'ARC BASIN,,,,,,46.750411,-48.781594,5179819,669437,22
HIBERNIA B-16 57Z,JEANNE D'ARC BASIN,,,,,,46.750411,-48.781594,5179819,669437,22
HIBERNIA B-16 58,JEANNE D'ARC BASIN,,,,,,46.75038,-48.78164,5179815,669433,22
HIBERNIA B-16 58Y,JEANNE D'ARC BASIN,,,,,,46.750381,-48.781639,5179815,669433,22
HIBERNIA B-16 58Z,JEANNE D'ARC BASIN,,,,,,46.75038,-48.78164,5179815,669433,22
HIBERNIA B-16 59,JEANNE D'ARC BASIN,,,,,,46.750381,-48.781594,5179815,669437,22
HIBERNIA B-16 5Z,JEANNE D'ARC BASIN,,46.750516,-48.782602,5179610,669365,46.750428,-48.781524,5179821,669442,22
HIBERNIA B-16 6,JEANNE D'ARC BASIN,,46.750649,-48.782891,5179624,669342,46.750563,-48.781814,5179835,669420,22
HIBERNIA B-16 60,JEANNE D'ARC BASIN,,,,,,46.750365,-48.781478,5179814,669446,22
HIBERNIA B-16 61,JEANNE D'ARC BASIN,,,,,,46.750364,-48.781617,5179813,669435,22
HIBERNIA B-16 61Z,JEANNE D'ARC BASIN,,,,,,46.750364,-48.781617,5179813,669435,22
HIBERNIA B-16 62,JEANNE D'ARC BASIN,,,,,,46.750301,-48.781524,5179806,669443,22
HIBERNIA B-16 63,JEANNE D'ARC BASIN,,,,,,46.750428,-48.781569,5179821,669439,22
HIBERNIA B-16 63Z,JEANNE D'ARC BASIN,,,,,,46.750428,-48.764903,5179857,670712,22
HIBERNIA B-16 64,JEANNE D'ARC BASIN,,,,,,46.750396,-48.781524,5179817,669442,22
HIBERNIA B-16 7,JEANNE D'ARC BASIN,,46.750666,-48.782822,5179626,669347,46.750579,-48.781744,5179837,669425,22
HIBERNIA B-16 8,JEANNE D'ARC BASIN,,,,,,46.750397,-48.781478,5179817,669446,22
HIBERNIA B-16 9,JEANNE D'ARC BASIN,,46.750602,-48.782866,5179619,669344,46.750515,-48.78179,5179830,669422,22
HIBERNIA B-27,JEANNE D'ARC BASIN,,46.76978,-48.80787,5181696,667375,46.769692,-48.806794,5181907,667452,22
HIBERNIA B-44,JEANNE D'ARC BASIN,,46.71781,-48.858383,5175815,663676,46.717723,-48.857309,5176026,663753,22
HIBERNIA C-96,JEANNE D'ARC BASIN,,46.75283,-48.74327,5179952,672361,46.752744,-48.742192,5180163,672439,22
HIBERNIA G-55,JEANNE D'ARC BASIN,,46.73808,-48.88632,5178010,661480,46.737989,-48.885244,5178220,661558,22
HIBERNIA I-46,JEANNE D'ARC BASIN,,,,,,46.76065,-48.854189,5180802,663861,22
HIBERNIA J-34,JEANNE D'ARC BASIN,,46.72607,-48.83694,5176778,665289,46.725981,-48.835869,5176988,665366,22
HIBERNIA K-14,JEANNE D'ARC BASIN,,46.72773,-48.79338,5177055,668613,46.727642,-48.792306,5177266,668690,22
HIBERNIA K-18,JEANNE D'ARC BASIN,,46.79297,-48.78807,5184315,668814,46.792881,-48.786992,5184526,668892,22
HIBERNIA K-39,JEANNE D'ARC BASIN,,,,,,46.810978,-48.840547,5186423,664749,22
HIBERNIA K-39Z,JEANNE D'ARC BASIN,,,,,,46.810983,-48.840536,5186424,664750,22
HIBERNIA O-35,JEANNE D'ARC BASIN,,46.74859,-48.83159,5179291,665629,46.7485,-48.830519,5179502,665706,22
HIBERNIA P-02 1A,JEANNE D'ARC BASIN,,,,,,46.698453,-48.74985,5174114,672026,22
HIBERNIA P-02 1Z,JEANNE D'ARC BASIN,,,,,,46.698453,-48.74985,5174114,672026,22
HIBERNIA P-02 2,JEANNE D'ARC BASIN,,,,,,46.698411,-48.749706,5174110,672038,22
HIBERNIA P-02 2Z,JEANNE D'ARC BASIN,,,,,,46.698392,-48.749689,5174108,672039,22
HIBERNIA P-02 3,JEANNE D'ARC BASIN,,,,,,46.698231,-48.750203,5174089,672000,22
HIBERNIA P-02 4,JEANNE D'ARC BASIN,,,,,,46.698197,-48.750031,5174085,672013,22
HIBERNIA P-02 5,JEANNE D'ARC BASIN,,,,,,46.698509,-48.75006,5174120,672010,22
HIBERNIA P-02 6,JEANNE D'ARC BASIN,,,,,,46.698144,-48.749839,5174080,672028,22
HIBERNIA P-02 7,JEANNE D'ARC BASIN,,,,,,46.698058,-48.749525,5174071,672053,22
HIBERNIA P-02 8,JEANNE D'ARC BASIN,,,,,,46.698019,-48.749356,5174067,672066,22
HIBERNIA P-02 9,JEANNE D'ARC BASIN,,,,,,46.698325,-48.749381,5174101,672063,22
HIBERNIA P-15,JEANNE D'ARC BASIN,,46.74972,-48.78088,5179525,669499,46.749628,-48.779806,5179735,669576,22
JAEGER A-49,AVALON UPLIFT,SOUTH BANK HIGH,44.46709,-50.35018,4923742,551690,44.467106,-50.349069,4923961,551777,22
KING'S COVE A-26,JEANNE D'ARC BASIN,,46.41916,-48.55163,5143315,688149,46.419067,-48.55055,5143526,688227,22
KITTIWAKE P-11,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.6804,-53.52935,4950343,299537,44.680431,-53.528369,4950561,299620,22
KYLE L-11,FLEMISH PASS BASIN,,,,,,47.010139,-47.0458,5208322,344499,23
LANCASTER G-70,OUTER RIDGE COMPLEX,,47.32298,-47.16246,5243106,336589,47.322872,-47.161325,5243310,336680,23
LEWIS HILL G-85,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.571835,-52.956709,4937034,344632,44.571836,-52.955641,4937249,344721,22
MALLARD M-45,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.24615,-52.12289,4899609,410344,44.246169,-52.121781,4899827,410435,22
MARA E-30,JEANNE D'ARC BASIN,,46.65823,-48.57446,5169825,685578,46.658142,-48.573378,5170036,685656,22
MARA M-54,JEANNE D'ARC BASIN,,46.72998,-48.64572,5177632,679888,46.729894,-48.644608,5177843,679967,22
MERCURY K-76,JEANNE D'ARC BASIN,,46.92628,-48.94291,5198807,656609,46.926197,-48.941836,5199019,656686,22
MERGANSER I-60,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.8267,-52.38018,4964409,390890,44.826683,-52.379103,4964622,390978,22
MURRE G-67,JEANNE D'ARC BASIN,,46.10567,-49.16058,5107215,642163,46.105594,-49.159517,5107426,642241,22
NARWHAL F-99,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.30611,-53.74309,4909316,281201,44.306161,-53.742097,4909535,281286,22
NAUTILUS C-92,JEANNE D'ARC BASIN,,46.85099,-48.73907,5190869,672368,46.850897,-48.737986,5191079,672446,22
NORTH AMETHYST E-17,JEANNE D'ARC BASIN,,,,,,46.771999,-48.047099,5184062,725443,22
NORTH AMETHYST E-18 12A,JEANNE D'ARC BASIN,,,,,,46.789222,-48.043806,5185986,725623,22
NORTH AMETHYST E-18 12Y,JEANNE D'ARC BASIN,,,,,,46.789242,-48.043802,5185988,725623,22
NORTH AMETHYST E-18 12Z,JEANNE D'ARC BASIN,,,,,,46.789242,-48.0438,5185988,725623,22
NORTH AMETHYST G-25 1,JEANNE D'ARC BASIN,,,,,,46.740469,-48.055961,5180534,724898,22
NORTH AMETHYST G-25 10,JEANNE D'ARC BASIN,,,,,,46.740422,-48.055794,5180529,724911,22
NORTH AMETHYST G-25 11,JEANNE D'ARC BASIN,,,,,,46.740358,-48.056561,5180520,724852,22
NORTH AMETHYST G-25 2,JEANNE D'ARC BASIN,,46.740276,-48.057033,5180291,724824,46.740181,-48.055936,5180502,724901,22
NORTH AMETHYST G-25 3,JEANNE D'ARC BASIN,,46.740537,-48.056965,5180320,724828,46.740442,-48.055867,5180531,724905,22
NORTH AMETHYST G-25 4,JEANNE D'ARC BASIN,,46.740586,-48.057131,5180325,724815,46.740492,-48.056033,5180536,724892,22
NORTH AMETHYST G-25 5,JEANNE D'ARC BASIN,,46.740321,-48.057198,5180295,724811,46.740226,-48.0561,5180506,724888,22
NORTH AMETHYST G-25 6,JEANNE D'ARC BASIN,,46.74067,-48.057464,5180333,724789,46.740575,-48.056366,5180544,724866,22
NORTH AMETHYST G-25 7,JEANNE D'ARC BASIN,,,,,,46.7402,-48.056008,5180504,724895,22
NORTH AMETHYST G-25 8,JEANNE D'ARC BASIN,,,,,,46.740244,-48.056172,5180508,724883,22
NORTH AMETHYST G-25 9,JEANNE D'ARC BASIN,,,,,,46.740339,-48.056503,5180518,724857,22
NORTH AMETHYST G-25 9Z,JEANNE D'ARC BASIN,,,,,,46.740339,-48.056503,5180518,724857,22
NORTH AMETHYST H-14,JEANNE D'ARC BASIN,,,,,,46.723658,-48.025694,5178753,727281,22
NORTH AMETHYST K-15,JEANNE D'ARC BASIN,,46.745248,-48.040098,5180892,726097,46.745153,-48.038999,5181103,726174,22
NORTH BEN NEVIS M-61,JEANNE D'ARC BASIN,,46.68155,-48.42183,5172787,697171,46.681456,-48.420747,5172998,697248,22
NORTH BEN NEVIS P-93,JEANNE D'ARC BASIN,,46.71336,-48.47618,5176187,692901,46.713269,-48.475092,5176398,692978,22
NORTH DANA I-43,OUTER RIDGE COMPLEX,,47.21211,-47.6035,5231805,302851,47.212008,-47.602386,5232010,302941,23
NORTH TRINITY H-71,JEANNE D'ARC BASIN,,46.50658,-48.42648,5153334,697450,46.506486,-48.42545,5153545,697523,22
OSPREY H-84,CARSON BASIN,,44.72466,-49.45637,4953306,622247,44.724667,-49.455247,4953526,622332,22
PANTHER P-52,OUTER RIDGE COMPLEX,,47.0315,-47.62883,5211800,300258,47.031392,-47.627725,5212004,300348,23
PELICAN J-49,WHALE BASIN,,45.47644,-52.61159,5036925,374036,45.476439,-52.610619,5037141,374115,22
PETREL A-62,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.85175,-52.9043,4968029,349521,44.851764,-52.903289,4968246,349605,22
PHALAROPE P-62,WHALE BASIN,,45.19701,-51.404,5004698,468267,45.196986,-51.402925,5004912,468352,22
PORT AU PORT J-97,JEANNE D'ARC BASIN,,46.27725,-48.73498,5127128,674511,46.277267,-48.733922,5127350,674587,22
PORTUGAL COVE E-38,FLEMISH PASS BASIN,,,,,,47.955928,-46.345681,5312278,399534,23
PUFFIN B-90,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.65354,-53.70787,4947815,285289,44.653569,-53.706897,4948032,285372,22
RANKIN M-36,JEANNE D'ARC BASIN,,46.59627,-48.84896,5162330,664765,46.596186,-48.847889,5162541,664842,22
RAZORBILL F-54,WHALE BASIN,,45.22359,-52.13957,5008203,410532,45.223564,-52.138503,5008416,410618,22
RIVERHEAD N-18,JEANNE D'ARC BASIN,,46.298688,-48.792976,5129384,669976,46.298602,-48.791909,5129595,670054,22
SANDPIPER 2J-77,WHALE BASIN,,45.61092,-51.68349,5050829,446704,45.610875,-51.682419,5051041,446790,22
SANDPIPER J-77,WHALE BASIN,,45.61068,-51.68387,5050803,446675,45.610633,-51.682806,5051014,446759,22
SEARCHER C-87,JEANNE D'ARC BASIN,,,,,,46.60393,-47.965015,5165423,272928,23
SHEARWATER J-20,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.49339,-52.78148,4928002,358356,44.493392,-52.780386,4928217,358447,22
SITKA O-02,FLEMISH PASS BASIN,,,,,,47.862431,-46.757061,5302505,368585,23
SKUA E-41,CARSON BASIN,,45.33979,-48.87396,5022679,666576,45.33975,-48.872858,5022894,666657,22
SOUTH BROOK N-30,JEANNE D'ARC BASIN,,46.33136,-48.56802,5133521,687190,46.331269,-48.566944,5133732,687267,22
SOUTH MARA C-13,JEANNE D'ARC BASIN,,46.700297,-48.53879,5174584,688161,46.700208,-48.537703,5174795,688239,22
SOUTH MERASHEEN K-55,OUTER RIDGE COMPLEX,,47.07811,-47.88966,5217678,280632,47.078014,-47.888553,5217883,280723,23
SOUTH NAUTILUS H-09,JEANNE D'ARC BASIN,,46.806978,-48.752282,5185949,671501,46.806889,-48.751203,5186160,671578,22
SOUTH TEMPEST G-88,JEANNE D'ARC BASIN?,,47.1222,-47.95847,5222773,275594,47.122103,-47.957358,5222977,275685,23
SPOONBILL C-30,JEANNE D'ARC BASIN,,45.81846,-49.06838,5075474,650062,45.818403,-49.067308,5075687,650141,22
SPRINGDALE M-29,JEANNE D'ARC BASIN,,46.47995,-48.3245,5150636,705374,46.479858,-48.323419,5150846,705451,22
ST. GEORGE J-55,CARSON BASIN,,45.7445,-48.38455,5068770,703455,45.744439,-48.38345,5068983,703535,22
TERN A-68,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.45372,-53.15023,4924301,328921,44.453744,-53.149192,4924518,329008,22
TERRA NOVA C-09,JEANNE D'ARC BASIN,,46.46933,-48.51633,5148975,690687,46.469239,-48.515253,5149185,690764,22
TERRA NOVA C-69 1,JEANNE D'ARC BASIN,,46.468221,-48.417813,5149094,698254,46.468131,-48.416731,5149305,698332,22
TERRA NOVA C-69 2,JEANNE D'ARC BASIN,,46.468073,-48.417424,5149078,698285,46.467983,-48.416342,5149289,698362,22
TERRA NOVA C-69 2Z,JEANNE D'ARC BASIN,,46.468073,-48.417424,5149078,698285,46.467983,-48.416342,5149289,698362,22
TERRA NOVA C-69 3,JEANNE D'ARC BASIN,,,,,,46.468175,-48.416453,5149310,698353,22
TERRA NOVA E-19,JEANNE D'ARC BASIN,,,,,,46.471933,-48.543797,5149416,688563,22
TERRA NOVA E-79,JEANNE D'ARC BASIN,,46.47469,-48.44675,5149740,696009,46.4746,-48.445667,5149951,696087,22
TERRA NOVA F-100 1,JEANNE D'ARC BASIN,,46.490667,-48.487661,5151415,692812,46.490578,-48.486581,5151626,692890,22
TERRA NOVA F-100 2,JEANNE D'ARC BASIN,,46.490656,-48.487533,5151414,692822,46.490567,-48.486453,5151625,692899,22
TERRA NOVA F-100 3,JEANNE D'ARC BASIN,,,,,,46.490589,-48.486447,5151627,692900,22
TERRA NOVA F-100 4,JEANNE D'ARC BASIN,,46.490701,-48.487653,5151419,692813,46.490611,-48.486572,5151629,692890,22
TERRA NOVA F-88 1,JEANNE D'ARC BASIN,,46.455623,-48.462589,5147583,694861,46.455533,-48.461508,5147793,694939,22
TERRA NOVA F-88 1Z,JEANNE D'ARC BASIN,,46.455623,-48.462589,5147583,694861,46.455533,-48.461508,5147793,694939,22
TERRA NOVA F-88 2,JEANNE D'ARC BASIN,,,,,,46.455558,-48.461631,5147796,694929,22
TERRA NOVA F-88 3,JEANNE D'ARC BASIN,,46.455617,-48.462725,5147582,694851,46.455528,-48.461644,5147793,694928,22
TERRA NOVA F-88 4,JEANNE D'ARC BASIN,,46.45559,-48.462603,5147579,694861,46.455501,-48.461522,5147790,694938,22
TERRA NOVA G-90 1,JEANNE D'ARC BASIN,,46.48937,-48.461431,5151335,694830,46.48928,-48.46035,5151546,694907,22
TERRA NOVA G-90 2,JEANNE D'ARC BASIN,,,,,,46.489364,-48.460617,5151555,694886,22
TERRA NOVA G-90 2W,JEANNE D'ARC BASIN,,46.48944,-48.461671,5151342,694811,46.48935,-48.46059,5151553,694889,22
TERRA NOVA G-90 2X,JEANNE D'ARC BASIN,,46.48944,-48.461671,5151342,694811,46.48935,-48.46059,5151553,694889,22
TERRA NOVA G-90 2Y,JEANNE D'ARC BASIN,,46.48944,-48.461671,5151342,694811,46.48935,-48.46059,5151553,694889,22
TERRA NOVA G-90 2Z,JEANNE D'ARC BASIN,,46.48944,-48.461671,5151342,694811,46.48935,-48.46059,5151553,694889,22
TERRA NOVA G-90 3,JEANNE D'ARC BASIN,,,,,,46.489364,-48.460478,5151555,694897,22
TERRA NOVA G-90 4,JEANNE D'ARC BASIN,,,,,,46.489336,-48.460281,5151552,694912,22
TERRA NOVA G-90 4Z,JEANNE D'ARC BASIN,,,,,,46.489336,-48.460278,5151552,694913,22
TERRA NOVA G-90 5,JEANNE D'ARC BASIN,,46.489423,-48.461578,5151341,694818,46.489333,-48.460497,5151552,694896,22
TERRA NOVA G-90 5Y,JEANNE D'ARC BASIN,,46.489423,-48.461578,5151341,694818,46.489333,-48.460497,5151552,694896,22
TERRA NOVA G-90 5Z,JEANNE D'ARC BASIN,,46.489423,-48.461578,5151341,694818,46.489333,-48.460497,5151552,694896,22
TERRA NOVA G-90 6,JEANNE D'ARC BASIN,,46.489379,-48.461317,5151336,694839,46.489289,-48.460236,5151547,694916,22
TERRA NOVA G-90 6Z,JEANNE D'ARC BASIN,,46.489379,-48.461317,5151336,694839,46.489289,-48.460236,5151547,694916,22
TERRA NOVA G-90 7,JEANNE D'ARC BASIN,,46.489349,-48.461339,5151333,694837,46.489259,-48.460258,5151544,694914,22
TERRA NOVA G-90 8,JEANNE D'ARC BASIN,,46.489418,-48.461437,5151340,694829,46.489328,-48.460356,5151551,694907,22
TERRA NOVA G-90 9,JEANNE D'ARC BASIN,,46.489487,-48.461681,5151348,694810,46.489397,-48.4606,5151558,694888,22
TERRA NOVA H-99,JEANNE D'ARC BASIN,,46.47483,-48.48056,5149673,693413,46.474742,-48.479478,5149884,693491,22
TERRA NOVA I-66,JEANNE D'ARC BASIN,,46.427381,-48.401542,5144597,699653,46.427291,-48.40046,5144808,699730,22
TERRA NOVA I-97,JEANNE D'ARC BASIN,,46.44519,-48.4804,5146380,693531,46.4451,-48.479319,5146590,693608,22
TERRA NOVA K-07,JEANNE D'ARC BASIN,,46.44543,-48.51604,5146320,690792,46.445347,-48.514967,5146531,690869,22
TERRA NOVA K-08,JEANNE D'ARC BASIN,,46.45878,-48.51656,5147802,690706,46.458689,-48.515478,5148012,690783,22
TERRA NOVA K-17,JEANNE D'ARC BASIN,,46.44542,-48.54213,5146256,688789,46.445331,-48.541053,5146467,688866,22
TERRA NOVA K-18,JEANNE D'ARC BASIN,,46.46223,-48.54211,5148124,688732,46.462147,-48.541028,5148335,688810,22
TERRA NOVA L-98 1,JEANNE D'ARC BASIN,,,,,,46.461744,-48.497531,5148395,692151,22
TERRA NOVA L-98 10,JEANNE D'ARC BASIN,,46.461764,-48.498382,5148177,692091,46.461675,-48.497303,5148388,692169,22
TERRA NOVA L-98 11,JEANNE D'ARC BASIN,,46.4618,-48.498627,5148181,692072,46.461711,-48.497547,5148392,692150,22
TERRA NOVA L-98 11Y,JEANNE D'ARC BASIN,,46.4618,-48.498627,5148181,692072,46.461711,-48.497547,5148392,692150,22
TERRA NOVA L-98 11Z,JEANNE D'ARC BASIN,,46.4618,-48.498627,5148181,692072,46.461711,-48.497547,5148392,692150,22
TERRA NOVA L-98 12,JEANNE D'ARC BASIN,,,,,,46.461747,-48.497956,5148395,692118,22
TERRA NOVA L-98 12Z,JEANNE D'ARC BASIN,,,,,,46.461747,-48.497956,5148395,692118,22
TERRA NOVA L-98 13,JEANNE D'ARC BASIN,,,,,,46.461514,-48.497217,5148371,692176,22
TERRA NOVA L-98 14,JEANNE D'ARC BASIN,,,,,,46.461897,-48.497858,5148412,692125,22
TERRA NOVA L-98 14Y,JEANNE D'ARC BASIN,,,,,,46.461897,-48.497858,5148412,692125,22
TERRA NOVA L-98 14Z,JEANNE D'ARC BASIN,,,,,,46.461897,-48.497858,5148412,692125,22
TERRA NOVA L-98 15,JEANNE D'ARC BASIN,,,,,,46.461606,-48.497683,5148380,692140,22
TERRA NOVA L-98 1Y,JEANNE D'ARC BASIN,,,,,,46.461719,-48.49755,5148393,692149,22
TERRA NOVA L-98 1Z,JEANNE D'ARC BASIN,,46.461809,-48.498629,5148182,692072,46.46172,-48.49755,5148393,692149,22
TERRA NOVA L-98 2,JEANNE D'ARC BASIN,,,,,,46.461681,-48.497428,5148389,692159,22
TERRA NOVA L-98 3,JEANNE D'ARC BASIN,,46.461709,-48.498269,5148172,692100,46.46162,-48.49719,5148382,692177,22
TERRA NOVA L-98 4,JEANNE D'ARC BASIN,,,,,,46.461767,-48.497664,5148398,692140,22
TERRA NOVA L-98 5,JEANNE D'ARC BASIN,,,,,,46.461606,-48.497206,5148381,692176,22
TERRA NOVA L-98 6,JEANNE D'ARC BASIN,,,,,,46.461644,-48.497322,5148385,692167,22
TERRA NOVA L-98 6Z,JEANNE D'ARC BASIN,,46.461734,-48.498402,5148174,692090,46.461645,-48.497323,5148385,692167,22
TERRA NOVA L-98 7,JEANNE D'ARC BASIN,,,,,,46.461772,-48.497803,5148398,692130,22
TERRA NOVA L-98 7X,JEANNE D'ARC BASIN,,,,,,46.461772,-48.497803,5148398,692130,22
TERRA NOVA L-98 7Y,JEANNE D'ARC BASIN,,,,,,46.461772,-48.497803,5148398,692130,22
TERRA NOVA L-98 7Z,JEANNE D'ARC BASIN,,,,,,46.461772,-48.497803,5148398,692130,22
TERRA NOVA L-98 8,JEANNE D'ARC BASIN,,46.461825,-48.498763,5148183,692062,46.461736,-48.497683,5148394,692139,22
TERRA NOVA L-98 9,JEANNE D'ARC BASIN,,46.461803,-48.498491,5148181,692083,46.461714,-48.497411,5148392,692160,22
THORVALD P-24,JEANNE D'ARC BASIN,,,,,,46.898808,-48.803011,5196262,667340,22
TIGER'S EYE D-17,JEANNE D'ARC BASIN,,,,,,46.603071,-48.044849,5165299,726320,22
TORS COVE D-52,SCOTIAN BASIN,SOUTH WHALE SUBBASIN,44.18722,-52.395,4893397,388506,44.187239,-52.393894,4893614,388598,22
TRAVE E-87,JEANNE D'ARC BASIN?,,46.93821,-47.96937,5202360,273992,46.938114,-47.968269,5202564,274082,23
TREPASSEY J-91,JEANNE D'ARC BASIN,,,,,,46.676297,-47.982628,5173515,271884,23
TUCKAMORE B-27,FLEMISH PASS BASIN,,47.434942,-46.809633,5254868,363540,47.434825,-46.808511,5255072,363628,23
TWILLICK G-49,AVALON UPLIFT,SOUTH BANK HIGH,44.30711,-51.35892,4905830,471372,44.307131,-51.357808,4906048,471461,22
VOYAGER J-18,JEANNE D'ARC BASIN?,,46.45903,-48.28347,5148419,708603,46.458936,-48.282383,5148629,708681,22
WEST BEN NEVIS B-75,JEANNE D'ARC BASIN,,46.567011,-48.43431,5160029,696631,46.566919,-48.433222,5160240,696708,22
WEST BONNE BAY C-23,JEANNE D'ARC BASIN,,46.537197,-48.317438,5157015,705700,46.537044,-48.316353,5157219,705777,22
WEST BONNE BAY F-12,JEANNE D'ARC BASIN,,46.522908,-48.292155,5155493,707693,46.522817,-48.291068,5155704,707770,22
WEST BONNE BAY F-12Z,JEANNE D'ARC BASIN,,46.522908,-48.292155,5155493,707693,46.522817,-48.291068,5155704,707770,22
WEST FLYING FOAM L-23,JEANNE D'ARC BASIN,,47.04547,-48.82145,5212302,665487,47.045414,-48.820311,5212516,665569,22
WHITEROSE A-17,JEANNE D'ARC BASIN,,46.768919,-48.029185,5183554,726831,46.768824,-48.028086,5183764,726908,22
WHITEROSE A-24,JEANNE D'ARC BASIN,,,,,,46.8858,-48.052033,5196693,724592,22
WHITEROSE A-78,JEANNE D'ARC BASIN,,,,,,46.787292,-48.178625,5185393,715341,22
WHITEROSE A-90,JEANNE D'ARC BASIN,,46.81977,-47.95502,5189158,274588,46.819678,-47.953922,5189363,274678,23
WHITEROSE B-07 1,JEANNE D'ARC BASIN,,,,,,46.770642,-48.010681,5184017,728229,22
WHITEROSE B-07 10,JEANNE D'ARC BASIN,,,,,,46.770322,-48.010322,5183982,728258,22
WHITEROSE B-07 10Z,JEANNE D'ARC BASIN,,,,,,46.770322,-48.010322,5183982,728258,22
WHITEROSE B-07 11,JEANNE D'ARC BASIN,,,,,,46.770528,-48.010047,5184006,728278,22
WHITEROSE B-07 2,JEANNE D'ARC BASIN,,,,,,46.770553,-48.010117,5184009,728273,22
WHITEROSE B-07 3,JEANNE D'ARC BASIN,,,,,,46.770308,-48.010247,5183981,728264,22
WHITEROSE B-07 4,JEANNE D'ARC BASIN,,46.770487,-48.011752,5183778,728155,46.770392,-48.010653,5183989,728232,22
WHITEROSE B-07 5,JEANNE D'ARC BASIN,,,,,,46.770578,-48.010186,5184011,728267,22
WHITEROSE B-07 6,JEANNE D'ARC BASIN,,46.770529,-48.011897,5183782,728144,46.770433,-48.010797,5183993,728221,22
WHITEROSE B-07 7,JEANNE D'ARC BASIN,,,,,,46.770397,-48.010728,5183989,728227,22
WHITEROSE B-07 8,JEANNE D'ARC BASIN,,,,,,46.770622,-48.010608,5184015,728235,22
WHITEROSE B-07 9,JEANNE D'ARC BASIN,,46.770701,-48.011636,5183802,728163,46.770606,-48.010536,5184013,728240,22
WHITEROSE B-19,JEANNE D'ARC BASIN,,46.803211,-48.034842,5187347,726255,46.803116,-48.033742,5187558,726332,22
WHITEROSE B-19Z,JEANNE D'ARC BASIN,,46.803211,-48.034842,5187347,726255,46.803116,-48.033742,5187558,726332,22
WHITEROSE C-30,JEANNE D'ARC BASIN,,46.818842,-48.068176,5188989,723647,46.818747,-48.067077,5189200,723724,22
WHITEROSE C-30Z,JEANNE D'ARC BASIN,,46.818842,-48.068176,5188989,723647,46.818747,-48.067077,5189200,723724,22
WHITEROSE E-09,JEANNE D'ARC BASIN,,46.80729,-48.02296,5187835,727144,46.807194,-48.021858,5188046,727222,22
WHITEROSE E-18 1,JEANNE D'ARC BASIN,,,,,,46.789356,-48.043961,5186000,725610,22
WHITEROSE E-18 10,JEANNE D'ARC BASIN,,,,,,46.789446,-48.043553,5186011,725641,22
WHITEROSE E-18 11,JEANNE D'ARC BASIN,,,,,,46.789336,-48.043886,5185998,725616,22
WHITEROSE E-18 13,JEANNE D'ARC BASIN,,,,,,46.789372,-48.043331,5186004,725658,22
WHITEROSE E-18 14,JEANNE D'ARC BASIN,,,,,,46.789142,-48.043489,5185978,725647,22
WHITEROSE E-18 2,JEANNE D'ARC BASIN,,46.789281,-48.04474,5185771,725558,46.789186,-48.043636,5185982,725636,22
WHITEROSE E-18 3,JEANNE D'ARC BASIN,,46.789687,-48.045002,5185816,725536,46.789592,-48.043903,5186026,725614,22
WHITEROSE E-18 4,JEANNE D'ARC BASIN,,46.789259,-48.044663,5185769,725564,46.789164,-48.043564,5185980,725641,22
WHITEROSE E-18 5,JEANNE D'ARC BASIN,,,,,,46.789378,-48.044033,5186002,725605,22
WHITEROSE E-18 6,JEANNE D'ARC BASIN,,,,,,46.789425,-48.043478,5186009,725647,22
WHITEROSE E-18 6Z,JEANNE D'ARC BASIN,,,,,,46.789425,-48.043478,5186009,725647,22
WHITEROSE E-18 7,JEANNE D'ARC BASIN,,46.789668,-48.043816,5185817,725627,46.789573,-48.043828,5186025,725619,22
WHITEROSE E-18 8,JEANNE D'ARC BASIN,,46.789498,-48.044508,5185796,725575,46.789403,-48.043409,5186007,725652,22
WHITEROSE E-18 9,JEANNE D'ARC BASIN,,,,,,46.789556,-48.043756,5186023,725625,22
WHITEROSE E-28,JEANNE D'ARC BASIN,,46.789309,-48.074289,5185690,723303,46.789214,-48.073191,5185901,723380,22
WHITEROSE F-04,JEANNE D'ARC BASIN,,,,,,46.721589,-48.012314,5178562,728312,22
WHITEROSE F-04Z,JEANNE D'ARC BASIN,,,,,,46.721589,-48.012314,5178562,728312,22
WHITEROSE H-20,JEANNE D'ARC BASIN,,46.824943,-48.028346,5189781,726659,46.824847,-48.027244,5189992,726737,22
